"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014",
"Bahamas, The","BHS","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.60076","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belarus","BLR","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.84642","12.91494","12.69644","10.74872","","9.78506","11.77846","11.67764","12.80913","","",
"Belize","BLZ","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.91314","14.44899","16.45531","16.0384","15.70767","16.14228","","","","19.25369","21.74876","21.83657","","","","",
"Bermuda","BMU","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.87457","21.75449","17.88109","","18.42669","19.27241","18.67085","18.46146","18.71381","19.94096","","","21.1625","","19.92381","22.56084","24.12779","19.48311","","","",
"Brazil","BRA","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.50715","9.53502","11.37699","10.64849","9.55122","","11.10427","11.96349","12.99315","13.24457","14.13995","14.79541","14.6061","","","","",
"Barbados","BRB","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.85301","12.70905","15.62585","13.44612","14.39605","15.37264","13.37038","","11.9617","12.03754","13.81932","14.93284","","13.44","","",
"Brunei Darussalam","BRN","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","11.01683","10.82293","7.15349","","","","","11.11326","10.79572","9.41348","8.85992","8.43382","8.31667","8.3124","","","","","8.76089","8.89343","8.92074","","","","","","","","","","5.29154","9.18219","9.72782","9.67139","",
"Bhutan","BTN","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.5554","11.39734","","","18.77382","19.80895","","","14.01465","13.55371","10.01573","11.2939","","","",
"Botswana","BWA","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","13.00258","12.80466","13.38765","12.26551","13.46185","12.69268","","13.39474","","14.91277","","","","","","","","","","","","","25.54905","","22.21518","","18.74184","","","","","",
