Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,90,87.04,,,,85,,,,84.08,,,,79.69,,,,,80.87,,,,,81.25,,,,,77.82,,,,74.41
Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.03,,,,,92.28,,,,,60.18,,,,,53.9,,,,,70.07
Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,72.1,,,,74.39,,,,70,,,,,71.8,,,,68.65,,,,,73.9,,,,75.99,,,,,84.84,
North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.04,,,,,76.05,,,,,62.79,,,,,84.81,,,,,,,,,,72
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.07,,34.97,39.17,,,40.11,,,,,44.67,,,,,,,49.22,,,
Nigeria,,,,,,,,,,,,,,,,,,,,,,,32.34,,,,38.9,,,,,,,,,,,,,,,,40.69,,,,49.32,,,,,,,,28.66,,,
Nicaragua,,,,,,,79.13,,,,,,,,,73.04,,69.43,,,,,,,,,,75.48,,,,,,81.01,,,,,,77.07,,,,,75,,,,,66.73,,,,,79.09,,,
Netherlands,,,,,,,95.13,,,,94.95,,,,79.08,83.5,,,,,88,,,,87.03,80.98,,,,85.76,,,80.27,,,,,78.75,,,,73.23,,,,79.06,80.04,,,80.35,,,,75.4,,74.56,,
High income: nonOECD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,,,,,79.07,,,,85.43,,,,83.84,,,,80.24,,,,82.89,,,,81.99,,,,84.03,,,,83.16,,,,75.85,,,,78.33,,,,75.48,,,,77.44,,,,76.37,,,,78.23,
Nepal,,,,,,,,,,,,,,,,,,,,,,,,,52.3,,,,,60.31,,,,,88.13,,,86.74,,,88.13,,65.79,,,,,,,,,63.29,,,,,,
New Zealand,,,,90.26,,,89.56,,,86.6,,,89.88,,,89.83,,,83.17,,,84.9,,,91.44,,,93.71,,,89.06,,,85.24,,,85.2,,,88.28,,,84.77,,,76.98,,,80.29,,,79.46,,,74.21,,,76.95
High income: OECD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD members,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.7,,,,,,,
Other small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,,,,,,,,,,,,,,,,,,,,,55.02,,,,,,,,52.93,,,43.07,,45.46,,,40.28,,,,35.17,,,,,41.8,,,,,,44.55,,,,,53.62,
Panama,,,,,,,,,,,,,,,,,,,,,,83.64,,,,,,68.86,,,,,,,,,,73.67,,,,,75.94,,,,,76.27,,,,,70.05,,,,,75.19
Peru,,,,,,88.6,94.38,,,,,,,,,,,,,,,,,80.44,,,,,80.49,,,,,68.38,,,,,63.39,,,,,81.98,81.37,,,,,88.66,,,,,83.72,,,
Philippines,,,,,,,,,,,82.19,,88.6,,,,,,,,,85.52,,,,,,,,,90,,,,,70.56,,,70.68,,,78.75,,,81.08,,,30.42,,,63.68,,,74.98,,,60.7,
Palau,,,,,,,,,,,,,,,,,,,,,,,,79.99,,,,83.99,,,,82.5,,,,83.43,,,,79.27,,,,81.15,,,,,,,,42.66,,,,40.63,,
Papua New Guinea,,,,,,,,72.3,,,,48.45,,,,59.85,,,,,60.35,,,,,51.7,,,,,73.54,,,,,81.2,,,,,65.74,,,,,,,,,,,,,,,,,
Poland,,,,,94.83,,,,96.62,,,,97.61,,,97.94,,,,98.27,,,,98.87,,,,,78.86,,,,62.11,,43.2,,52.08,,,,47.93,,,,46.18,,,,40.57,,53.88,,,,48.92,,,
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,,,,,,,,,,,,,,,,,,,91.73,83.27,,,87.54,85.45,,,78.64,,75.37,,72.64,,,,68.18,,,,66.3,,,,61.05,,,62.84,,,64.26,,,,59.68,,58.03,,,
Paraguay,,,,,,,85.12,,,,,73.14,,,,,77.39,,,,,85.96,,,,,92.62,,,,,92.17,52.01,,,,66.22,,,,,80.48,,,,,64.02,,,,,65.48,,,,,68.24,
Pacific island small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.29,,,,76.01,,,,65.31,,,,58.51,,,,39.2,,,,41.76,,
Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,64.73,,,,62.33,,,,55.67,,,,63.71,,,,60.1,,,
Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.48,,,,,98.5,,,,,98.8,
South Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,,,,,,,,,,,,59.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.2,,,,,,,,,,,,,,,,,,
Senegal,,,,,,,,,,,,,,,,,,,,,,62.24,,,,,56,,,,,57.87,,,,,40.4,,,,,39.28,,,67.26,,,,,,34.75,,,,,36.67,,
Singapore,,,,,,,,,,,,94.09,,,,82.15,,,,95.1,,,,95.48,,,,95.59,,,,94.7,,,95.03,,,,,,95.91,,,,94.61,,,,,94.01,,,,,93.18,,,
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,58.23,,,,,,,,,64.94,,,,63.61,,,,68.35,,,,61.88,,,,,56.95,,,,52.36,,,,89.93
Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.33,,,,,,83.26,,,,,75.8,,,,,79.28,,
El Salvador,,,,,,,,27.59,,32.38,,36.64,,41.65,,56.68,,,,,,47.18,,,,,,,,,,67.74,,,52.89,,,55.11,,,89.18,,,38.07,,,28.42,,,52.56,,,53.58,,,,,
San Marino,,,,,,,,,,,,,,,,,,79.7,,,,78.98,,,,,79.54,,,,,81.14,,,,,80.3,,,,,75.28,,,73.8,,,,,71.84,,68.48,,,,63.85,,
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.57,61.35,,,,57.77,,53.09
Sub-Saharan Africa (developing only),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (all income levels),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.74,,,52.09,,,,64.68,,,,66.29,,,,66.85,,,,88.45,,,,
Suriname,,,,,,,,,,,,,,,,,76.03,,,,77.77,,,,,,,,,,84.96,,,,64.31,,,,,66.66,,,,69.85,,,,,46.68,,,,,73.21,,,,
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.33,,84.68,,75.41,,,,84.25,,,,70.07,,,,54.67,,,,58.84,,59.11,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.9,,,,73.67,,,,70.36,,,,60.64,,,,63.1,,,65.6,,,51.73
Sweden,,,,85.91,,,,83.86,,,,89.29,,88.28,,,90.84,,,91.76,,,90.72,,,91.45,,,89.85,,,85.96,,,86.74,,,86.82,,,,81.39,,,,80.11,,,,81.99,,,,84.63,,,,85.81
Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.52,,,,,86.73,,,,84.52,,,,,85.9,,,,,,,
Syrian Arab Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.17,,,,82.22,,,,,63.45,,,,56,,,,,51.26,,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.14,,,,,52.4,,,,,,,,,56.6,,,
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.62,,,,,,,,,65.12,,,,,,,,67.43,,,,,84.92,,,,,,66.06,
Thailand,,,,,,,,,,,,,49.16,,,,,,47,43.69,,,,,,,50.76,,,61.4,,63.56,,,,59.28,,,62.04,62.39,,,,,69.95,,,,75.13,64.77,78.51,,,,75.03,,,46.79
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,93.36,,,,,93.23,,,,,90.84,,,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.88,,,,93.87,,,,,91.33,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.03,,,,,,80.54,,,,,,,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.42,,,,,,58.81,,,56.09,,,50.75,,,,,,50.52,,,46.69,,90.85,,,,76.8
Trinidad and Tobago,,,,,88.11,,,,,65.79,,,,,33.17,,,,,55.83,,,,,56.43,,,,,65.45,,,,,65.76,,,,63.3,,,,,63.05,66.13,69.64,,,,,66.03,,,69.45,,,,
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,84.54,,,,,82.94,,,76.47,,,,,95.47,,,,,91.51,,,,,86.41,,,,,89.4,,86.4,,,67.43
Turkey,,,,,81.41,,,,,,,,64.35,,,,66.82,,,,70.41,,,,,,92.27,,,,93.28,,,,83.92,,,,85.2,,,,87.09,,,79.28,,,,,84.25,,,,87.59,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,78.83,,,,84.98,,,,,,,,,,,,,,,,,,,,,79.99,,,,,,,,,,,,
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.51,,,,,72.77,,,,,69.64,,,,,39.49,,,,
Uganda,,,,,,67.76,,,,,,,,,,,,,,,,,,85.3,,,,,,,,,,,,,,,,59.3,,,,,70.31,,,,,68,,,,,59.29,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.81,,,,70.65,,,,69.24,,,,67.19,62.03,,,,,57.4,,52.42
Upper middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,,,,,,76.63,,,,74.28,,,,,91.9,,,,,,,,,,,,,87.87,,,,,88.67,,,,,91.44,,,,,91.71,,,,,89.62,,,,,89.91,,,,,89.62
United States,,,,,,,,,,,,89.66,,70.32,,79.85,,58.15,,77.64,,57.04,,76.53,,61.1,,74.63,,54.89,,72.48,,56.03,,78.02,,57.64,,65.97,,51.55,,63.76,,45.31,,68.75,,47.52,,64.36,,41.59,,67.95,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.58,,,,,93.46,,,,,85.1,,,,,,87.76,,,,88.51
St. Vincent and the Grenadines,,,,,77.13,,,,,84.09,82.55,,,,,75.61,,63.24,,,,,63.9,,,,,88.81,,,,,72.38,,,,,65.61,,,,67.36,,,69.2,,,,63.68,,,,,62.33,,,,
"Venezuela, RB",,,,,,,90.84,,,,,94.51,,,,,96.52,,,,,87.56,,,,,87.75,,,,,81.65,,,,,60,,,,,52.65,,56.55,,,,,25.26,,,,,66.42,,,,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.12,,,,,99.59,,,,,98.85,,,,,99.64,,,,99.51,,,
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,74.9,,,,83,,,,71.3,,,,72.44,,,39.87,,,,63.47,,68.58,,,,70.38,,,,63.22,,
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,86.35,,,,,82.54,,,,,,,,,,,,,
"Yemen, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.74,,,,60.71,,,,,,74.98,,,,,,,,,,,
South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.87,,,,,89.28,,,,,76.73,,,,,77.3,,,,,73.48
"Congo, Dem. Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.29,,,,,59.05,,,
Zambia,,,,,,,,,,,,82.47,,,,,,,,,,,,,,,,,,,,,,,44.44,,,,,78.49,,,,,68.55,,,,,70.74,,,,,53.65,,,
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,63.89,,,,,,,,,,,,,,,,30.81,,,,,48.33,,,,,47.66,,,40.81,,,,,,
