Data Source	World Development Indicators																																																									
																																																										
Country Name	Country Code	Indicator Name	Indicator Code	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014
Rwanda	RWA	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																			38.24342346													57.85348892									64.88859558										65.85227203				
South Asia	SAS	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																															46.4764095										58.02386014										61.36261091				
Saudi Arabia	SAU	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																	70.82164764								79.35094452				82.85774231									94.42634583	
Sudan	SDN	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																									61.34587												73.4361		
Senegal	SEN	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																													26.86885452														39.27524567				41.89115143			49.69512558		52.05195999			
Singapore	SGP	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																					82.90605164										89.09599304										92.54940033										95.85733032	96.17615509	96.36598206		
Solomon Islands	SLB	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																								76.59999847															
Sierra Leone	SLE	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																													34.82678986								44.46472931		
El Salvador	SLV	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																	74.14316559												80.77835846		83.55945587	82.02863312	83.95130157	84.10289001	84.49272156	85.49398804			
San Marino	SMR	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																																							
Somalia	SOM	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																																							
Serbia	SRB	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																																					98.15666962		
Sub-Saharan Africa (developing only)	SSA	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																															53.03013931										57.43631029										59.28822463				
South Sudan	SSD	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																																							
Sub-Saharan Africa (all income levels)	SSF	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																															53.05771587										57.46002536										59.32125146				
Small states	SST	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																															73.69045048										78.4013292										80.55491485				
Sao Tome and Principe	STP	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																						57.32426071										73.24241638										84.90851593							69.53638458						
Suriname	SUR	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																													89.59806061				94.62094116		94.67575073				
Slovak Republic	SVK	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																																							
Slovenia	SVN	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																99.52451324													99.6517868								99.70063019		
Sweden	SWE	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																																							
Swaziland	SWZ	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																	55.32503891										67.23937988														81.66070557										83.09828949				
Sint Maarten (Dutch part)	SXM	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																																							
Seychelles	SYC	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																												84.22921753							87.8111496								91.83646393										91.83646393		
Syrian Arab Republic	SYR	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																						55.65449905																					82.88825226		80.84452057								85.08056641		
Turks and Caicos Islands	TCA	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																																							
Chad	TCD	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																		10.89465332							25.65421486				28.38143349								37.2670517		
Togo	TGO	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																									53.17760086						56.8883667			57.09337997		60.40994644			
Thailand	THA	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																					87.98175812																				92.64654541					93.50647736					96.4309082				
Tajikistan	TJK	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																														97.69402313											99.45124817												99.73744202		
Turkmenistan	TKM	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																				98.77832031																	99.63047791		
Timor-Leste	TLS	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																										37.59999847						50.59999847			58.30898285				
Tonga	TON	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																	99.59246063																				98.90537262										99.01845551					99.38552856			
Trinidad and Tobago	TTO	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																					94.97032166										96.93855286														98.28851318								98.81423187		
Tunisia	TUN	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																									48.19070053										59.81761169										74.29699707			77.19039917	77.56113434		79.13057709	79.65390778			
Turkey	TUR	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																61.62768173					65.69434357					75.96823883					79.23245239														87.36548615	88.22905731	88.11938477	88.65589905		90.81671906	92.66059875	94.10609436	94.9197464		
Tuvalu	TUV	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																																							
Tanzania	TZA	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																													59.11380386														69.43090057								67.80069733				
Uganda	UGA	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																56.10738373											68.14250946				71.37314606				73.21188354				
Ukraine	UKR	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																										99.43041229											99.73021698		
Upper middle income	UMC	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																															80.16720076										89.94855907										93.86904585				
Uruguay	URY	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																93.86107635										95.37997437											96.78180695										97.7896347	97.8638916	98.16355896	98.26789856	98.07270813	98.33589935	98.39594269		
United States	USA	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																																							
Uzbekistan	UZB	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																									98.64258575												99.47691345		
St. Vincent and the Grenadines	VCT	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																																							
"Venezuela, RB"	VEN	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																						84.73220825									89.82525635											92.97983551						95.1546402		95.51199341					
Virgin Islands (U.S.)	VIR	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																																							
Vietnam	VNM	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																				83.82594299										87.59645081										90.27829742	90.15612793									93.52045441					
Vanuatu	VUT	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																				52.87392426															68.4600296					74					78.08097839								83.35975647		
West Bank and Gaza	PSE	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																						86.0628891							92.27997589		93.44996643	93.88213348	94.05865479	94.59916687	94.93201447	95.26724243	95.91376495		
World	WLD	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																															75.79195817										81.9468021										84.29039003				
Samoa	WSM	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																97.94432831													98.54048157								98.86488342		
"Yemen, Rep."	YEM	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																			37.09000397										54.74552155								66.37377167		
South Africa	ZAF	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																					76.20049286																82.40209961											88.71724701		92.89485931	92.87731934	93.10214233	93.7294693		
"Congo, Dem. Rep."	COD	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																										67.17298889						61.20554352							
Zambia	ZMB	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																															64.9982605									68.00179291			69.1492157					61.42828751							
Zimbabwe	ZWE	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																							77.79416656										83.51258087																			83.5827179			
